750,0x0,00 76,118,,
755,0x100,00 00,0,RPM,0
760,0x2,02 52,594,,
764,0x9,00 48,72,CoolantC,72
768,0x3,03 F5,1013,,
771,0x4,02 F0,752,,
775,0x76,00 CD,205,TPS,20.0
778,0x5,C8 32,51250,,
783,0x6,01 F3,499,,
785,0x70,00 19,25,Grip,9.8
788,0x7,00 77,119,,
793,0x8,02 01,513,,
795,0x1,00 03,3,Throttle,1.2
802,0x10,02 B6,694,,
805,0x31,00 00,0,Gear,0
808,0x11,00 37,55,,
823,0x64,00 00,0,Switch,0
828,0x12,03 47,839,,
833,0x610,00 DD,221,TempA,22.1
836,0x28,00 7A,122,,
843,0x611,01 64,356,TempB,35.6
845,0x29,00 00,0,,
848,0x30,01 21,289,,
852,0x612,01 EA,490,TempC,49.0
858,0x34,01 2A,298,,
863,0x613,02 70,624,TempD,62.4
866,0x35,00 03,3,,
869,0x38,00 66,102,,
873,0x614,02 F7,759,TempE,75.9
876,0x39,00 00,0,,
879,0x41,00 00,0,,
883,0x615,03 7D,893,TempF,89.3
898,0x42,00 FF,255,,
904,0x44,00 00,0,,
908,0x60,00 00,0,,
914,0x61,00 FF,255,,
927,0x71,00 03,3,,
933,0x72,01 F5,501,,
939,0x73,00 77,119,,
948,0x77,00 00,0,,
958,0x102,80 00,32768,,
964,0x107,00 00,0,,
971,0x108,1D 94,7572,,
976,0x110,00 00,0,,
982,0x120,00 80,128,,
986,0x122,00 80,128,,
991,0x130,00 00,0,,
996,0x132,00 00,0,,
1013,0x140,80 84,32900,,
1019,0x151,80 C2,32962,,
1025,0x166,80 C2,32962,,
1030,0x168,81 BB,33211,,
1035,0x471,00 FF,255,,
1040,0x601,00 FF,255,,
1045,0x608,01 20,288,,
1080,0x620,79 9A,31130,,
1085,0x621,79 9A,31130,,
1089,0x622,79 9A,31130,,
1094,0x623,79 9A,31130,,
1100,0x624,79 9A,31130,,
1105,0x625,79 9A,31130,,
1111,0x626,79 9A,31130,,
1116,0x627,79 9A,31130,,
1126,0x628,79 9A,31130,,
1143,0x629,75 C3,30147,,
1149,0x640,AC CD,44237,,
1154,0x641,59 40,22848,,
1158,0x642,00 02,2,,
1164,0x643,00 00,0,,
1168,0x801,00 19,25,,
1173,0x802,92 0E,37390,,
1177,0x803,00 5E,94,,
1184,0x1000,00 00,0,,
1188,0x1001,00 00,0,,
1195,0x1002,00 00,0,,
1198,0x1004,00 00,0,,
1204,0x1005,00 00,0,,
