39422,0x0100,1A 18
39432,0x0076,01 2F
39443,0x0001,00 0C
39458,0x0100,1E 8C
39467,0x0076,01 2C
39472,0x0070,00 2D
002D
39488,0x0064,00 00
39493,0x0100,21 74
39502,0x0076,01 23
39507,0x0070,00 29
0029
39512,0x0001,00 0B
39528,0x0100,26 14
39538,0x0076,01 1D
39542,0x0070,00 28
0028
39547,0x0001,00 09
39563,0x0100,29 B8
39573,0x0076,01 0B
39578,0x0070,00 21
0021
39582,0x0001,00 07
39608,0x0076,00 E4
39613,0x0070,00 18
0018
39618,0x0001,00 03
39632,0x0100,2F 8C
39644,0x0076,00 CD
39649,0x0070,00 10
0010
39654,0x0001,00 00
39668,0x0100,2F FC
39704,0x0100,2E BC
39739,0x0100,2C 9C
39774,0x0100,2B 6C
39809,0x0100,29 68
39844,0x0100,27 94
39878,0x0100,26 40
39914,0x0100,24 8C
39949,0x0100,23 54
39980,0x0064,00 FF
39985,0x0100,21 F8
40020,0x0100,20 FC
40055,0x0100,1F E4
40065,0x0076,00 E1
40070,0x0070,00 16
0016
40074,0x0001,00 01
40090,0x0100,1E DC
40100,0x0076,01 1A
40105,0x0070,00 28
0028
40110,0x0001,00 06
40124,0x0100,1D 4C
40135,0x0076,01 39
40140,0x0070,00 34
0034
40145,0x0001,00 0C
40160,0x0100,1D 2C
40181,0x0001,00 0D
40195,0x0100,1E C0
41726,0x0100,1A 20
41736,0x0076,00 CD
41741,0x0070,00 10
0010
41745,0x0001,00 00
41761,0x0100,19 F4
41797,0x0100,19 D0
41831,0x0100,19 B4
41866,0x0100,19 A4
41902,0x0100,19 94
41937,0x0100,19 50
41973,0x0100,19 04
42008,0x0100,19 24
42043,0x0100,19 5C
42077,0x0100,19 A0
42112,0x0100,1A 18
42148,0x0100,19 F4
42183,0x0100,19 B4
42219,0x0100,19 A4
42254,0x0100,19 88
42289,0x0100,19 94
42323,0x0100,19 C0
42358,0x0100,19 CC
42393,0x0100,19 D0
42429,0x0100,19 80
42465,0x0100,18 B8
42496,0x0064,00 00
42500,0x0100,18 80
42535,0x0100,19 A0
42569,0x0100,1A 20
42604,0x0100,19 4C
42639,0x0100,18 B8
42675,0x0100,19 3C
42711,0x0100,19 C0
42746,0x0100,19 F8
42781,0x0100,1A 1C
42816,0x0100,19 C4
42850,0x0100,19 54
42885,0x0100,19 90
42921,0x0100,19 EC
42956,0x0100,19 A0
42987,0x0064,00 FF
42992,0x0100,19 20
43027,0x0100,19 30
43062,0x0100,19 5C
43096,0x0100,19 AC
43107,0x0076,00 D2
43131,0x0100,1A 38
43142,0x0076,00 D3
43167,0x0100,1A 04
