millis,DID,data_hex,u16be
1166,0x1051,00 00,0
1171,0x8004,00 01,1
1179,0x8021,00 80,128
1184,0x8031,00 80,128
1545,0x802,8F AB,36779
1751,0x10,02 CA,714
2056,0x802,8F DE,36830
2242,0x6,01 F0,496
2569,0x802,93 76,37750
3081,0x802,93 3E,37694
3265,0x6,01 F1,497
3592,0x802,93 1C,37660
3788,0x8,02 3C,572
4105,0x802,92 C6,37574
4289,0x6,01 F0,496
4627,0x802,92 B3,37555
4822,0x8,02 3B,571
4932,0x72,01 F2,498
5138,0x802,92 B5,37557
5335,0x8,02 3C,572
5651,0x802,8F 66,36710
6162,0x802,93 17,37655
6675,0x802,93 44,37700
7187,0x802,92 E0,37600
7703,0x802,92 75,37493
7909,0x10,02 C9,713
8216,0x802,92 F7,37623
8727,0x802,91 C1,37313
9240,0x802,92 8A,37514
9409,0x3,03 F7,1015
9414,0x4,02 F0,752
9764,0x802,92 D1,37585
9935,0x3,03 F5,1013
9939,0x4,02 F1,753
10275,0x802,8D 9A,36250
10447,0x3,03 F7,1015
10522,0x34,01 37,311
10527,0x35,00 0A,10
10532,0x38,00 97,151
10537,0x39,00 1F,31
10572,0x70,00 3B,59
10577,0x71,00 10,16
10583,0x72,01 F1,497
10592,0x76,01 9A,410
10597,0x77,00 3E,62
10783,0x801,00 3B,59
10788,0x802,95 C5,38341
10956,0x0,00 98,152
10969,0x1,00 10,16
10979,0x3,03 F5,1013
11054,0x34,01 45,325
11059,0x35,00 10,16
11064,0x38,01 B9,441
11069,0x39,00 CD,205
11115,0x72,01 F2,498
11124,0x76,03 99,921
11129,0x77,00 D8,216
11320,0x802,98 57,38999
11575,0x38,01 CD,461
11581,0x39,00 D8,216
11832,0x802,9B EC,39916
12017,0x6,01 EF,495
12093,0x39,00 D9,217
12357,0x802,90 3F,36927
12542,0x6,01 F0,496
12603,0x34,01 44,324
12868,0x802,97 87,38791
13039,0x3,03 F7,1015
13056,0x6,01 EF,495
13074,0x10,02 C8,712
13124,0x38,01 AC,428
13131,0x39,00 C5,197
13186,0x76,03 30,816
13191,0x77,00 B9,185
13381,0x802,98 ED,39149
13537,0x0,00 77,119
13542,0x1,00 04,4
13552,0x3,03 F5,1013
13561,0x5,C8 00,51200
13576,0x6,01 F0,496
13637,0x34,01 2A,298
13641,0x35,00 03,3
13646,0x38,00 66,102
13651,0x39,00 00,0
13686,0x70,00 19,25
13691,0x71,00 03,3
13707,0x76,00 CD,205
13712,0x77,00 00,0
13898,0x801,00 19,25
13903,0x802,8B 91,35729
14058,0x0,00 76,118
14064,0x1,00 03,3
14084,0x5,C8 32,51250
14410,0x801,00 34,52
14416,0x802,9B 01,39681
14585,0x0,00 98,152
14592,0x1,00 10,16
14676,0x34,01 45,325
14681,0x35,00 10,16
14686,0x38,01 98,408
14691,0x39,00 BC,188
14726,0x70,00 3B,59
14731,0x71,00 10,16
14745,0x76,03 99,921
14750,0x77,00 D8,216
14937,0x801,00 3B,59
14942,0x802,97 D9,38873
15117,0x4,02 F0,752
15187,0x34,01 44,324
15197,0x38,01 47,327
15203,0x39,00 86,134
15266,0x76,01 B8,440
15270,0x77,00 44,68
15457,0x801,00 19,25
15462,0x802,8B 24,35620
15617,0x0,00 76,118
15622,0x1,00 03,3
15636,0x4,02 F1,753
15708,0x34,01 2A,298
15713,0x35,00 03,3
15717,0x38,00 66,102
15722,0x39,00 00,0
15757,0x70,00 19,25
15762,0x71,00 03,3
15778,0x76,00 CD,205
15783,0x77,00 00,0
15974,0x802,90 3B,36923
16139,0x0,00 98,152
16144,0x1,00 10,16
16154,0x3,03 F7,1015
16168,0x6,01 EF,495
16230,0x34,01 45,325
16235,0x35,00 10,16
16240,0x38,01 44,324
16244,0x39,00 85,133
16280,0x70,00 3B,59
16285,0x71,00 10,16
16300,0x76,02 F0,752
16305,0x77,00 A4,164
16490,0x801,00 3B,59
16495,0x802,9C 5C,40028
16666,0x3,03 F5,1013
16684,0x6,01 F0,496
16753,0x34,01 39,313
16758,0x35,00 0A,10
16763,0x38,00 6B,107
16769,0x39,00 00,0
16804,0x70,00 19,25
16809,0x71,00 03,3
16823,0x76,00 CD,205
16829,0x77,00 00,0
17015,0x801,00 19,25
17019,0x802,8C 05,35845
17176,0x0,00 76,118
17180,0x1,00 03,3
17265,0x34,01 2A,298
17270,0x35,00 03,3
17276,0x38,00 66,102
17361,0x108,1D EC,7660
17542,0x802,96 57,38487
17728,0x6,01 EF,495
17883,0x108,1D E8,7656
18054,0x802,94 57,37975
18239,0x6,01 F0,496
18565,0x802,93 71,37745
18724,0x0,00 99,153
18728,0x1,00 11,17
18754,0x6,01 EF,495
18814,0x34,01 45,325
18819,0x35,00 10,16
18825,0x38,01 38,312
18830,0x39,00 7F,127
18865,0x70,00 3B,59
18870,0x71,00 10,16
18885,0x76,02 E9,745
18900,0x77,00 A8,168
18921,0x108,1D EC,7660
19086,0x801,00 3B,59
19091,0x802,8E 30,36400
19246,0x0,00 98,152
19251,0x1,00 10,16
19276,0x6,01 F0,496
19287,0x8,02 3D,573
19297,0x10,02 C7,711
19346,0x38,01 CD,461
19352,0x39,00 D9,217
19407,0x76,03 99,921
19412,0x77,00 D8,216
19605,0x802,99 B0,39344
19790,0x6,01 EF,495
19851,0x34,01 44,324
19876,0x39,00 D8,216
20127,0x802,9D FE,40446
20313,0x6,01 F0,496
20373,0x34,01 45,325
20639,0x802,9A 28,39464
20825,0x6,01 EF,495
20884,0x34,01 44,324
21151,0x802,95 9E,38302
21456,0x72,01 F1,497
21462,0x73,00 76,118
21662,0x802,9D BB,40379
21908,0x34,01 45,325
22175,0x802,94 AE,38062
22360,0x6,01 F0,496
22435,0x39,00 D9,217
22686,0x802,9B 14,39700
23211,0x802,93 B5,37813
23398,0x6,01 EF,495
23457,0x34,01 44,324
23473,0x39,00 D8,216
23724,0x802,9E 65,40549
23970,0x34,01 45,325
24029,0x72,01 F2,498
24035,0x73,00 77,119
24236,0x802,99 CE,39374
24497,0x39,00 D9,217
24748,0x802,99 89,39305
25003,0x38,00 A4,164
25009,0x39,00 24,36
25043,0x70,00 36,54
25049,0x71,00 0D,13
25064,0x76,01 18,280
25075,0x77,00 15,21
25262,0x801,00 19,25
25267,0x802,8D A9,36265
25423,0x0,00 76,118
25428,0x1,00 03,3
25452,0x6,01 F0,496
25473,0x10,02 C6,710
25513,0x34,01 2A,298
25518,0x35,00 03,3
25523,0x38,00 66,102
25527,0x39,00 00,0
25564,0x70,00 19,25
25568,0x71,00 03,3
25584,0x76,00 CD,205
25589,0x77,00 00,0
25778,0x802,99 7E,39294
26296,0x802,92 B0,37552
26803,0x801,00 1A,26
26808,0x802,93 DC,37852
26993,0x6,01 EF,495
27314,0x801,00 19,25
27319,0x802,8F C9,36809
27506,0x6,01 F0,496
27827,0x801,00 23,35
27832,0x802,A2 D2,41682
27988,0x0,00 98,152
27993,0x1,00 11,17
28017,0x6,01 EF,495
28078,0x34,01 45,325
28083,0x35,00 10,16
28087,0x38,00 D9,217
28092,0x39,00 44,68
28134,0x70,00 3B,59
28139,0x71,00 10,16
28156,0x76,01 E3,483
28161,0x77,00 53,83
28347,0x801,00 3B,59
28352,0x802,93 6C,37740
28513,0x1,00 10,16
28608,0x38,00 FF,255
28613,0x39,00 5C,92
28667,0x76,01 FD,509
28673,0x77,00 5B,91
28863,0x802,9A 63,39523
29050,0x6,01 F0,496
29170,0x72,01 F1,497
29376,0x802,9D A9,40361
29532,0x0,00 97,151
29571,0x6,01 EF,495
29692,0x72,01 F2,498
29898,0x802,9B 6A,39786
30054,0x0,00 98,152
30154,0x38,01 30,304
30159,0x39,00 79,121
30213,0x76,02 75,629
30219,0x77,00 80,128
30409,0x802,92 4A,37450
30657,0x34,01 44,324
30668,0x38,01 A5,421
30673,0x39,00 C1,193
30724,0x73,00 76,118
30729,0x76,03 65,869
30733,0x77,00 C9,201
30924,0x802,93 FD,37885
31182,0x34,01 45,325
31192,0x38,01 CD,461
31198,0x39,00 D9,217
31243,0x72,01 F1,497
31253,0x76,03 99,921
31258,0x77,00 D8,216
31449,0x802,97 A3,38819
31645,0x8,02 3E,574
31695,0x34,01 44,324
31705,0x38,01 A7,423
31709,0x39,00 C3,195
31765,0x76,02 F3,755
31770,0x77,00 A8,168
31960,0x802,9A 2D,39469
32116,0x0,00 76,118
32121,0x1,00 03,3
32137,0x2,02 53,595
32142,0x3,03 F7,1015
32156,0x6,01 F0,496
32217,0x34,01 2A,298
32222,0x35,00 03,3
32227,0x38,00 66,102
32232,0x39,00 00,0
32267,0x70,00 19,25
32272,0x71,00 03,3
32277,0x72,01 F2,498
32281,0x73,00 77,119
32286,0x76,00 CD,205
32292,0x77,00 00,0
32478,0x801,00 19,25
32482,0x802,8C 4B,35915
32648,0x2,02 52,594
32664,0x3,03 F5,1013
33005,0x802,94 C4,38084
33171,0x2,02 53,595
33175,0x3,03 F7,1015
33517,0x802,92 5F,37471
33683,0x2,02 52,594
33688,0x3,03 F5,1013
34028,0x802,91 D2,37330
34236,0x10,02 C5,709
34544,0x802,92 21,37409
35055,0x802,92 18,37400
35568,0x802,91 F8,37368
36080,0x802,91 E7,37351
36265,0x6,01 82,386
36269,0x7,00 5C,92
36360,0x60,00 FF,255
36395,0x72,01 A8,424
36400,0x73,00 65,101
36416,0x100,04 24,1060
36426,0x107,00 FF,255
36435,0x110,21 FD,8701
36440,0x120,00 8E,142
36446,0x122,00 8E,142
36451,0x130,03 E8,1000
36456,0x132,03 E8,1000
36601,0x802,9C 67,40039
36766,0x2,01 A1,417
36772,0x3,04 0D,1037
36787,0x6,01 E1,481
36792,0x7,00 72,114
36889,0x61,00 00,0
36895,0x64,00 FF,255
36922,0x72,02 27,551
36927,0x73,00 84,132
36943,0x100,1F 68,8040
36948,0x102,7F 38,32568
36953,0x107,00 69,105
36958,0x108,1D 9C,7580
36962,0x110,16 3B,5691
36967,0x120,00 80,128
36973,0x122,00 8A,138
36978,0x130,08 4D,2125
36983,0x132,08 4D,2125
37128,0x802,96 8F,38543
37269,0x8004,00 04,4
37293,0x2,00 E5,229
37299,0x3,01 E8,488
37314,0x6,02 53,595
37325,0x7,00 8E,142
37380,0x34,01 29,297
37440,0x72,02 4D,589
37445,0x73,00 8E,142
37460,0x100,19 80,6528
37467,0x102,7D 68,32104
37472,0x107,00 7B,123
37477,0x108,1C FC,7420
37482,0x110,14 59,5209
37496,0x130,07 D0,2000
37502,0x132,07 D0,2000
37643,0x801,00 18,24
37648,0x802,8F 70,36720
37813,0x2,01 42,322
37818,0x3,01 EB,491
37834,0x6,02 55,597
37847,0x7,00 8F,143
37946,0x64,00 00,0
37962,0x72,02 4B,587
37981,0x100,1A D0,6864
37986,0x102,7C 29,31785
37992,0x107,00 79,121
37997,0x108,1C 34,7220
38002,0x110,13 B5,5045
38017,0x130,07 B0,1968
38021,0x132,07 B0,1968
38168,0x802,8D D1,36305
38334,0x2,01 C5,453
38339,0x3,01 DB,475
38353,0x6,02 5A,602
38359,0x7,00 90,144
38414,0x34,01 2A,298
38466,0x64,00 FF,255
38476,0x71,00 02,2
38482,0x72,02 5B,603
38487,0x73,00 8F,143
38502,0x100,1A C0,6848
38516,0x108,1B 6C,7020
38522,0x110,13 29,4905
38537,0x130,07 D0,2000
38542,0x132,07 D0,2000
38682,0x801,00 19,25
38687,0x802,95 D9,38361
38853,0x2,00 DF,223
38858,0x3,01 E6,486
38872,0x6,02 50,592
38877,0x7,00 8D,141
38882,0x8,02 3F,575
38995,0x71,00 01,1
39001,0x72,02 5A,602
39008,0x73,00 90,144
39023,0x100,1D 2C,7468
39033,0x107,00 73,115
39037,0x108,1A D0,6864
39042,0x110,11 8C,4492
39063,0x132,07 B0,1968
39208,0x802,94 42,37954
39375,0x2,02 1E,542
39380,0x3,01 D8,472
39395,0x6,02 56,598
39400,0x7,00 8F,143
39409,0x9,00 42,66
39425,0x12,03 FE,1022
39455,0x34,01 29,297
39511,0x64,00 00,0
39525,0x72,02 56,598
39530,0x73,00 91,145
39546,0x100,1B 3C,6972
39556,0x107,00 78,120
39565,0x110,11 82,4482
39586,0x132,07 D0,2000
39730,0x802,8B B6,35766
39887,0x0,00 75,117
39899,0x2,01 B1,433
39905,0x3,01 D9,473
39920,0x6,02 53,595
39925,0x7,00 8E,142
39929,0x8,02 40,576
39950,0x12,03 FD,1021
40025,0x64,00 FF,255
40050,0x72,02 5E,606
40054,0x73,00 8E,142
40070,0x100,1C D4,7380
40080,0x107,00 75,117
40090,0x110,10 1E,4126
40104,0x130,07 B0,1968
40110,0x132,07 B0,1968
40255,0x802,8B 6A,35690
40421,0x2,01 8B,395
40426,0x3,01 D2,466
40442,0x6,02 54,596
40452,0x8,02 42,578
40471,0x12,03 E7,999
40562,0x72,02 5D,605
40567,0x73,00 8F,143
40581,0x100,1B 18,6936
42103,0x107,00 76,118
42108,0x108,1A DC,6876
42113,0x110,0F E8,4072
42128,0x130,07 D0,2000
42132,0x132,07 D0,2000
42274,0x801,00 18,24
42279,0x802,93 26,37670
42434,0x0,00 74,116
42444,0x2,02 28,552
42449,0x3,01 CF,463
42464,0x6,02 5A,602
42470,0x7,00 8D,141
42475,0x8,02 47,583
42485,0x10,02 C4,708
42494,0x12,03 7B,891
42525,0x34,01 28,296
42541,0x35,00 02,2
42580,0x64,00 00,0
42585,0x70,00 18,24
42596,0x72,02 56,598
42601,0x73,00 8D,141
42615,0x100,1B 94,7060
42625,0x107,00 75,117
42633,0x108,1A E0,6880
42638,0x110,0F 92,3986
42803,0x802,93 A9,37801
42969,0x2,01 A1,417
42974,0x3,01 D9,473
42988,0x6,02 54,596
42993,0x7,00 90,144
42999,0x8,02 48,584
43019,0x12,03 48,840
43060,0x34,01 29,297
43105,0x64,00 FF,255
43125,0x73,00 8F,143
43140,0x100,1B C4,7108
43149,0x107,00 76,118
43159,0x110,0F 8F,3983
43325,0x802,93 36,37686
43491,0x2,01 3A,314
43496,0x3,01 D8,472
43501,0x4,02 F0,752
43510,0x6,02 4F,591
43515,0x7,00 8E,142
43520,0x8,02 49,585
43541,0x12,02 B9,697
43572,0x34,01 28,296
43577,0x35,00 03,3
43637,0x72,02 5B,603
43659,0x100,1C 7C,7292
43669,0x107,00 74,116
43678,0x110,0E FE,3838
43694,0x130,07 B0,1968
43699,0x132,07 B0,1968
43839,0x801,00 17,23
43844,0x802,8C 02,35842
44005,0x1,00 02,2
44010,0x2,00 D9,217
44016,0x3,01 D4,468
44021,0x4,02 F1,753
44032,0x6,02 4D,589
44036,0x7,00 8D,141
44040,0x8,02 4A,586
44045,0x9,00 41,65
44067,0x12,02 D5,725
44102,0x35,00 02,2
44142,0x64,00 00,0
44147,0x70,00 17,23
44157,0x72,02 55,597
44177,0x100,1B 9C,7068
44188,0x107,00 75,117
44193,0x108,1A E4,6884
44198,0x110,0F 1E,3870
44213,0x130,07 D0,2000
44219,0x132,07 D0,2000
44359,0x801,00 18,24
44364,0x802,88 7C,34940
44525,0x1,00 03,3
44529,0x2,01 C3,451
44534,0x3,01 D0,464
44558,0x6,02 5C,604
44563,0x7,00 8F,143
44588,0x12,02 73,627
46158,0x64,00 FF,255
46174,0x72,02 58,600
46179,0x73,00 90,144
46194,0x100,1A F0,6896
46203,0x107,00 78,120
46214,0x110,0F 13,3859
46375,0x801,00 17,23
46380,0x802,95 16,38166
46540,0x1,00 02,2
46547,0x2,01 BB,443
46552,0x3,01 D9,473
46566,0x6,02 59,601
46571,0x7,00 8E,142
46586,0x8,02 4B,587
46605,0x12,01 8A,394
46641,0x35,00 03,3
46695,0x72,02 5F,607
46716,0x100,1B 58,7000
46726,0x107,00 76,118
46735,0x110,0E A6,3750
46751,0x130,07 B0,1968
46901,0x802,93 79,37753
47062,0x1,00 03,3
47068,0x2,01 82,386
47073,0x3,01 D4,468
47088,0x6,02 51,593
47092,0x7,00 90,144
47118,0x12,01 B1,433
47153,0x35,00 02,2
47216,0x72,02 50,592
47238,0x100,1C 30,7216
47248,0x107,00 74,116
47257,0x110,0E 12,3602
47281,0x132,07 B0,1968
47425,0x802,95 5F,38239
47581,0x0,00 76,118
47591,0x2,01 4C,332
47597,0x3,01 D9,473
47612,0x6,02 4B,587
47617,0x7,00 8C,140
47621,0x8,02 4A,586
47642,0x12,01 74,372
47671,0x34,01 2B,299
47677,0x35,00 04,4
47682,0x38,00 71,113
47697,0x39,00 06,6
47733,0x70,00 1B,27
47738,0x71,00 04,4
47742,0x72,02 53,595
47747,0x73,00 8D,141
47752,0x76,00 E4,228
47758,0x77,00 06,6
47763,0x100,1E 00,7680
47773,0x107,00 78,120
47783,0x110,0E 74,3700
47798,0x130,07 D0,2000
47806,0x132,07 D0,2000
47946,0x801,00 1E,30
47950,0x802,8F 86,36742
48107,0x0,00 7A,122
48111,0x1,00 05,5
48128,0x2,01 40,320
48133,0x3,01 BF,447
48148,0x6,02 51,593
48152,0x7,00 8E,142
48178,0x12,01 42,322
48208,0x34,01 2D,301
48214,0x35,00 05,5
48218,0x38,00 76,118
48223,0x39,00 09,9
48253,0x64,00 00,0
48258,0x70,00 1D,29
48263,0x71,00 05,5
48272,0x73,00 90,144
48277,0x76,00 EC,236
48282,0x77,00 09,9
48288,0x100,23 40,9024
48310,0x107,00 6C,108
48319,0x110,0C 80,3200
48324,0x120,00 86,134
48337,0x130,07 A5,1957
48343,0x132,07 86,1926
48482,0x801,00 1D,29
48487,0x802,8F 22,36642
48653,0x2,01 1A,282
48659,0x3,01 A5,421
48679,0x7,00 8F,143
48704,0x12,01 65,357
48739,0x35,00 04,4
48779,0x64,00 FF,255
48794,0x72,02 55,597
48799,0x73,00 8F,143
48813,0x100,25 38,9528
48835,0x107,00 67,103
48840,0x108,1A E0,6880
48844,0x110,0B 74,2932
48849,0x120,00 8C,140
48854,0x122,00 8C,140
48860,0x130,07 75,1909
48865,0x132,07 76,1910
49009,0x802,96 1F,38431
49175,0x2,01 8E,398
49191,0x3,01 95,405
49206,0x6,02 56,598
49215,0x8,02 49,585
49220,0x9,00 42,66
49236,0x12,01 33,307
49271,0x35,00 05,5
49326,0x72,02 59,601
49337,0x73,00 8D,141
49353,0x100,25 F8,9720
49358,0x102,7D 51,32081
49363,0x107,00 65,101
49372,0x110,0B 23,2851
49377,0x120,00 8F,143
49382,0x122,00 8F,143
49388,0x130,07 6A,1898
49393,0x132,07 89,1929
49534,0x801,00 1E,30
49539,0x802,8B F7,35831
49680,0x8004,00 02,2
49704,0x2,01 76,374
49709,0x3,01 8E,398
49725,0x6,02 55,597
49735,0x8,02 48,584
49767,0x12,01 1F,287
49843,0x64,00 00,0
49858,0x72,02 56,598
49862,0x73,00 8E,142
49879,0x100,27 A0,10144
49884,0x102,80 00,32768
49889,0x107,00 62,98
49899,0x110,0A FA,2810
49903,0x120,00 92,146
49908,0x122,00 92,146
49914,0x130,07 56,1878
49920,0x132,07 56,1878
50059,0x801,00 1D,29
50063,0x802,96 AD,38573
50229,0x2,01 A6,422
50234,0x3,01 85,389
50258,0x6,02 50,592
50264,0x7,00 8E,142
50268,0x8,02 47,583
50289,0x12,01 2F,303
50365,0x64,00 FF,255
50380,0x72,02 59,601
50385,0x73,00 8F,143
50403,0x100,29 00,10496
50413,0x107,00 60,96
50423,0x110,0A AD,2733
50428,0x120,00 94,148
50432,0x122,00 95,149
50437,0x130,07 64,1892
50443,0x132,07 45,1861
50589,0x802,90 20,36896
50754,0x2,01 3A,314
50768,0x3,01 73,371
50783,0x6,02 51,593
50793,0x8,02 46,582
50813,0x12,01 13,275
50903,0x72,02 56,598
50908,0x73,00 8E,142
50922,0x100,2A FC,11004
50933,0x107,00 5D,93
50938,0x108,1A DC,6876
50944,0x110,0A 64,2660
50948,0x120,00 99,153
50953,0x122,00 99,153
50958,0x130,07 4F,1871
50965,0x132,07 4D,1869
51111,0x802,96 7D,38525
51276,0x2,01 56,342
51291,0x3,01 6E,366
51306,0x6,02 48,584
51316,0x8,02 45,581
51335,0x12,01 0C,268
51371,0x35,00 04,4
51411,0x64,00 00,0
51427,0x72,02 57,599
51432,0x73,00 8F,143
51447,0x100,2B E4,11236
51456,0x107,00 5C,92
51467,0x110,0A 75,2677
51472,0x120,00 9C,156
51477,0x122,00 9C,156
51482,0x130,07 25,1829
51486,0x132,07 25,1829
51633,0x802,94 F0,38128
51809,0x2,00 BF,191
51829,0x6,02 51,593
51834,0x7,00 8F,143
51840,0x8,02 44,580
51861,0x12,01 13,275
51892,0x34,01 2C,300
51901,0x38,00 75,117
51906,0x39,00 08,8
51936,0x64,00 FF,255
51952,0x72,02 5B,603
51957,0x73,00 8E,142
51962,0x76,00 E9,233
51968,0x77,00 08,8
51972,0x100,2D 68,11624
51981,0x107,00 5A,90
51986,0x108,1A D8,6872
52002,0x110,09 F2,2546
52007,0x120,00 9E,158
52012,0x122,00 9E,158
52016,0x130,07 38,1848
52021,0x132,07 37,1847
52162,0x801,00 1C,28
52167,0x802,94 0A,37898
52323,0x0,00 78,120
52328,0x1,00 04,4
52333,0x2,01 BC,444
52338,0x3,01 61,353
52354,0x6,02 50,592
52360,0x7,00 8E,142
52365,0x8,02 42,578
52384,0x12,01 02,258
52416,0x34,01 2A,298
52432,0x35,00 03,3
52439,0x38,00 70,112
52444,0x39,00 06,6
52480,0x70,00 19,25
52484,0x71,00 03,3
52489,0x72,02 55,597
52494,0x73,00 8D,141
52499,0x76,00 DB,219
52504,0x77,00 04,4
52508,0x100,2B 70,11120
52519,0x107,00 58,88
52524,0x108,1A D4,6868
52529,0x110,09 27,2343
52534,0x120,00 9A,154
52539,0x122,00 99,153
52544,0x130,07 4F,1871
52555,0x132,07 51,1873
52695,0x801,00 15,21
52701,0x802,87 39,34617
52842,0x8004,00 04,4
52858,0x0,00 71,113
52864,0x1,00 01,1
52868,0x2,00 E0,224
52872,0x3,01 8E,398
52888,0x6,02 4E,590
52898,0x8,02 41,577
52948,0x34,01 26,294
52952,0x35,00 01,1
52957,0x38,00 6A,106
52962,0x39,00 02,2
52993,0x64,00 00,0
52997,0x70,00 15,21
53009,0x71,00 02,2
53014,0x72,02 56,598
53024,0x76,00 D3,211
53029,0x77,00 02,2
53033,0x100,1A 7C,6780
53038,0x102,7E F8,32504
53043,0x107,00 73,115
53054,0x110,0E BA,3770
53059,0x120,00 80,128
53064,0x122,00 8B,139
53070,0x130,07 91,1937
53074,0x132,07 91,1937
53217,0x801,00 17,23
53222,0x802,9A B9,39609
53377,0x0,00 76,118
53382,0x1,00 03,3
53395,0x2,01 D1,465
53400,0x3,01 DF,479
53415,0x6,02 52,594
53425,0x8,02 3F,575
53435,0x10,02 C5,709
53444,0x12,01 00,256
53475,0x34,01 2A,298
53480,0x35,00 03,3
53484,0x38,00 6E,110
53489,0x39,00 04,4
53520,0x64,00 FF,255
53524,0x70,00 19,25
53529,0x71,00 03,3
53535,0x72,02 5A,602
53540,0x73,00 8F,143
53545,0x76,00 DD,221
53561,0x77,00 04,4
53565,0x100,1D A8,7592
53573,0x102,7C F8,31992
53578,0x107,00 77,119
53583,0x108,1A D0,6864
53588,0x110,0D 48,3400
53598,0x122,00 8A,138
53603,0x130,07 D0,2000
53607,0x132,07 D0,2000
53749,0x801,00 19,25
53754,0x802,8D FC,36348
53919,0x2,02 31,561
53924,0x3,01 D8,472
53938,0x6,02 5A,602
53944,0x7,00 8D,141
53949,0x8,02 3E,574
53964,0x9,00 43,67
53969,0x10,02 C4,708
53977,0x12,00 F2,242
54008,0x34,01 29,297
54068,0x72,02 52,594
54073,0x73,00 90,144
54088,0x100,1E 48,7752
54092,0x102,7C 29,31785
54100,0x107,00 75,117
54104,0x108,1A CC,6860
54110,0x110,0C EE,3310
54130,0x132,07 91,1937
54276,0x802,94 B9,38073
54441,0x2,00 E3,227
54460,0x6,02 55,597
54471,0x8,02 3C,572
54577,0x64,00 00,0
54591,0x72,02 5B,603
54597,0x73,00 8E,142
54612,0x100,1D CC,7628
54621,0x107,00 76,118
54626,0x108,1A C8,6856
54631,0x110,0D 23,3363
54647,0x130,07 B0,1968
54652,0x132,07 B0,1968
54798,0x802,97 39,38713
54952,0x0,00 75,117
54963,0x2,01 50,336
54968,0x3,01 D4,468
54983,0x6,02 51,593
54992,0x8,02 3B,571
55006,0x10,02 C5,709
55027,0x12,00 F0,240
55102,0x64,00 FF,255
55116,0x72,02 56,598
55121,0x73,00 8F,143
55137,0x100,1D A4,7588
55151,0x108,1A C4,6852
55156,0x110,0D 2E,3374
55172,0x130,07 D0,2000
55321,0x802,8B F0,35824
55477,0x0,00 76,118
55487,0x2,01 C4,452
55493,0x3,01 D6,470
55508,0x6,02 52,594
55513,0x7,00 8F,143
55517,0x8,02 39,569
55538,0x12,00 E8,232
55580,0x34,01 2A,298
55640,0x72,02 5C,604
55645,0x73,00 90,144
55661,0x100,1C C4,7364
55671,0x107,00 78,120
55680,0x110,0D 7B,3451
55703,0x132,07 D0,2000
55848,0x802,96 1B,38427
56014,0x2,02 11,529
56020,0x3,01 DD,477
56035,0x6,02 55,597
56040,0x7,00 8E,142
56044,0x8,02 37,567
56065,0x12,00 EC,236
56094,0x34,01 2B,299
56105,0x38,00 70,112
56124,0x39,00 06,6
56153,0x64,00 00,0
56158,0x70,00 1A,26
