millis,DID,data_hex,u16be
25511,0x642,00 02,2
25516,0x643,00 00,0
25521,0x801,00 1A,26
25526,0x802,92 7C,37500
25531,0x803,00 5E,94
25537,0x1000,00 00,0
25542,0x1001,00 00,0
25548,0x1002,00 00,0
25553,0x1004,00 00,0
25559,0x1005,00 00,0
25564,0x1007,00 00,0
25569,0x1009,00 00,0
25573,0x1011,00 00,0
25588,0x1013,00 00,0
25593,0x1014,00 00,0
25598,0x1020,00 00,0
25603,0x1028,00 00,0
25608,0x1030,00 00,0
25613,0x1033,00 00,0
25617,0x1040,00 00,0
25622,0x1041,00 00,0
25628,0x1042,00 00,0
25633,0x1043,00 00,0
25638,0x1044,00 00,0
25644,0x1045,00 00,0
25649,0x1046,00 00,0
25654,0x1047,00 00,0
25658,0x1048,00 00,0
25666,0x1049,00 00,0
25686,0x1050,00 00,0
25691,0x1051,00 00,0
25695,0x8004,00 01,1
25699,0x8021,00 80,128
25704,0x8031,00 80,128
26994,0x0,00 77,119
27004,0x1,00 04,4
27009,0x2,01 83,387
27015,0x3,01 D2,466
27020,0x4,02 F1,753
27025,0x5,C8 32,51250
27030,0x6,02 49,585
27035,0x7,00 90,144
27039,0x8,02 D9,729
27044,0x9,00 33,51
27049,0x10,02 D5,725
27055,0x11,00 34,52
27060,0x12,03 FF,1023
27070,0x28,00 7A,122
27075,0x29,00 00,0
27079,0x30,01 20,288
27091,0x31,00 00,0
27097,0x34,01 2A,298
27102,0x35,00 03,3
27107,0x38,00 66,102
27112,0x39,00 00,0
27117,0x41,00 00,0
27121,0x42,00 FF,255
27126,0x44,00 00,0
27131,0x60,00 FF,255
27137,0x61,00 00,0
27142,0x64,00 00,0
27147,0x70,00 1A,26
27152,0x71,00 04,4
27157,0x72,02 56,598
27161,0x73,00 8F,143
27166,0x76,00 CD,205
27179,0x77,00 00,0
27184,0x100,1C 88,7304
27188,0x102,7D 38,32056
27193,0x107,00 72,114
27198,0x108,1E 04,7684
27202,0x110,19 8C,6540
27207,0x120,00 82,130
27212,0x122,00 8C,140
27218,0x130,07 D0,2000
27225,0x132,07 D0,2000
27229,0x140,80 84,32900
27234,0x151,80 C2,32962
27239,0x166,80 C2,32962
27243,0x168,81 BB,33211
27248,0x471,00 FF,255
27253,0x601,00 FF,255
27268,0x608,01 20,288
27273,0x610,00 DD,221
27278,0x611,01 64,356
27282,0x612,01 EA,490
27287,0x613,02 70,624
27292,0x614,02 F7,759
27298,0x615,03 7D,893
27303,0x620,79 9A,31130
27308,0x621,79 9A,31130
27313,0x622,79 9A,31130
27318,0x623,79 9A,31130
27322,0x624,79 9A,31130
27327,0x625,79 9A,31130
27332,0x626,79 9A,31130
27338,0x627,79 9A,31130
27345,0x628,79 9A,31130
27360,0x629,75 C3,30147
27364,0x640,AC CD,44237
27369,0x641,59 40,22848
27374,0x642,00 02,2
27380,0x643,00 00,0
27385,0x801,00 1A,26
27390,0x802,8B 69,35689
27395,0x803,00 5E,94
27400,0x1000,00 00,0
27404,0x1001,00 00,0
27409,0x1002,00 00,0
27414,0x1004,00 00,0
27420,0x1005,00 00,0
27425,0x1007,00 00,0
27430,0x1009,00 00,0
27436,0x1011,00 00,0
27449,0x1013,00 00,0
27454,0x1014,00 00,0
27459,0x1020,00 00,0
27464,0x1028,00 00,0
27469,0x1030,00 00,0
27476,0x1033,00 00,0
27480,0x1040,00 00,0
27485,0x1041,00 00,0
27489,0x1042,00 00,0
27494,0x1043,00 00,0
27500,0x1044,00 00,0
27505,0x1045,00 00,0
27510,0x1046,00 00,0
27515,0x1047,00 00,0
27521,0x1048,00 00,0
27526,0x1049,00 00,0
27540,0x1050,00 00,0
27545,0x1051,00 00,0
27550,0x8004,00 04,4
27555,0x8021,00 80,128
27560,0x8031,00 80,128
30344,0x0,00 76,118
30359,0x1,00 03,3
30364,0x2,00 E3,227
30369,0x3,01 D4,468
30373,0x4,02 F1,753
30379,0x5,C8 32,51250
30384,0x6,02 55,597
30390,0x7,00 8A,138
30397,0x8,02 D9,729
30402,0x9,00 33,51
30407,0x10,02 D5,725
30412,0x11,00 34,52
30416,0x12,03 FF,1023
30428,0x28,00 7A,122
30433,0x29,00 00,0
30438,0x30,01 20,288
30453,0x31,00 00,0
30458,0x34,01 2A,298
30462,0x35,00 03,3
30468,0x38,00 66,102
30473,0x39,00 00,0
30478,0x41,00 00,0
30483,0x42,00 FF,255
30488,0x44,00 00,0
30493,0x60,00 FF,255
30497,0x61,00 00,0
30503,0x64,00 00,0
30507,0x70,00 19,25
30513,0x71,00 01,1
30518,0x72,02 47,583
30523,0x73,00 8F,143
30528,0x76,00 CD,205
30547,0x77,00 00,0
30553,0x100,1B F4,7156
30557,0x102,7C 29,31785
30562,0x107,00 77,119
30567,0x108,1B FC,7164
30572,0x110,13 15,4885
30577,0x120,00 82,130
30581,0x122,00 8C,140
30586,0x130,07 D0,2000
30593,0x132,07 D0,2000
30598,0x140,80 84,32900
30603,0x151,80 C2,32962
30608,0x166,80 C2,32962
30613,0x168,81 BB,33211
30617,0x471,00 FF,255
30622,0x601,00 FF,255
30635,0x608,01 20,288
30640,0x610,00 DD,221
30644,0x611,01 64,356
30649,0x612,01 EA,490
30654,0x613,02 70,624
30658,0x614,02 F7,759
30664,0x615,03 7D,893
30668,0x620,79 9A,31130
30674,0x621,79 9A,31130
30679,0x622,79 9A,31130
30684,0x623,79 9A,31130
30689,0x624,79 9A,31130
30694,0x625,79 9A,31130
30698,0x626,79 9A,31130
30703,0x627,79 9A,31130
30708,0x628,79 9A,31130
30721,0x629,75 C3,30147
30726,0x640,AC CD,44237
30731,0x641,59 40,22848
30736,0x642,00 02,2
30740,0x643,00 00,0
30745,0x801,00 19,25
30750,0x802,96 04,38404
30756,0x803,00 5E,94
30761,0x1000,00 00,0
30766,0x1001,00 00,0
30771,0x1002,00 00,0
30777,0x1004,00 00,0
30780,0x1005,00 00,0
30785,0x1007,00 00,0
30790,0x1009,00 00,0
30796,0x1011,00 00,0
30811,0x1013,00 00,0
30816,0x1014,00 00,0
30820,0x1020,00 00,0
30824,0x1028,00 00,0
30829,0x1030,00 00,0
30835,0x1033,00 00,0
30840,0x1040,00 00,0
30845,0x1041,00 00,0
30850,0x1042,00 00,0
30855,0x1043,00 00,0
30860,0x1044,00 00,0
30864,0x1045,00 00,0
30869,0x1046,00 00,0
30875,0x1047,00 00,0
30880,0x1048,00 00,0
30885,0x1049,00 00,0
30900,0x1050,00 00,0
30904,0x1051,00 00,0
30908,0x8004,00 04,4
30915,0x8021,00 80,128
30920,0x8031,00 80,128
32208,0x0,00 75,117
32223,0x1,00 03,3
32228,0x2,01 85,389
32233,0x3,01 D0,464
32238,0x4,02 F1,753
32243,0x5,C8 32,51250
32247,0x6,02 52,594
32252,0x7,00 8E,142
32258,0x8,02 D8,728
32263,0x9,00 33,51
32268,0x10,02 D5,725
32273,0x11,00 34,52
32278,0x12,03 FF,1023
32287,0x28,00 7A,122
32292,0x29,00 00,0
32299,0x30,01 20,288
32314,0x31,00 00,0
32319,0x34,01 29,297
32323,0x35,00 03,3
32327,0x38,00 66,102
32332,0x39,00 00,0
32339,0x41,00 00,0
32344,0x42,00 FF,255
32349,0x44,00 00,0
32354,0x60,00 FF,255
32359,0x61,00 00,0
32364,0x64,00 00,0
32368,0x70,00 19,25
32373,0x71,00 01,1
32379,0x72,02 59,601
32385,0x73,00 8D,141
32390,0x76,00 CD,205
32405,0x77,00 00,0
32409,0x100,1B C8,7112
32414,0x102,7C 29,31785
32420,0x107,00 75,117
32425,0x108,1B FC,7164
32430,0x110,11 CA,4554
32435,0x120,00 82,130
32440,0x122,00 8C,140
32445,0x130,07 D0,2000
32449,0x132,07 B0,1968
32454,0x140,80 84,32900
32459,0x151,80 C2,32962
32467,0x166,80 C2,32962
32471,0x168,81 BB,33211
32476,0x471,00 FF,255
32481,0x601,00 FF,255
32496,0x608,01 20,288
32501,0x610,00 DD,221
32506,0x611,01 64,356
32512,0x612,01 EA,490
32516,0x613,02 70,624
32521,0x614,02 F7,759
32526,0x615,03 7D,893
32530,0x620,79 9A,31130
32535,0x621,79 9A,31130
32540,0x622,79 9A,31130
32546,0x623,79 9A,31130
32551,0x624,79 9A,31130
32556,0x625,79 9A,31130
32561,0x626,79 9A,31130
32566,0x627,79 9A,31130
32571,0x628,79 9A,31130
32587,0x629,75 C3,30147
32592,0x640,AC CD,44237
32599,0x641,59 40,22848
32602,0x642,00 02,2
32607,0x643,00 00,0
32611,0x801,00 19,25
32616,0x802,93 4B,37707
32621,0x803,00 5E,94
32627,0x1000,00 00,0
32632,0x1001,00 00,0
32637,0x1002,00 00,0
32642,0x1004,00 00,0
32647,0x1005,00 00,0
32651,0x1007,00 00,0
32656,0x1009,00 00,0
32661,0x1011,00 00,0
32673,0x1013,00 00,0
32678,0x1014,00 00,0
32683,0x1020,00 00,0
32687,0x1028,00 00,0
32691,0x1030,00 00,0
32696,0x1033,00 00,0
32701,0x1040,00 00,0
32707,0x1041,00 00,0
32712,0x1042,00 00,0
32718,0x1043,00 00,0
32722,0x1044,00 00,0
32727,0x1045,00 00,0
32732,0x1046,00 00,0
32736,0x1047,00 00,0
32741,0x1048,00 00,0
32747,0x1049,00 00,0
32759,0x1050,00 00,0
32764,0x1051,00 00,0
32769,0x8004,00 04,4
32773,0x8021,00 80,128
32778,0x8031,00 80,128
34069,0x0,00 77,119
34081,0x1,00 04,4
34086,0x2,02 52,594
34092,0x3,03 F5,1013
34097,0x4,02 F1,753
34102,0x5,C8 32,51250
34107,0x6,01 F7,503
34112,0x7,00 78,120
34116,0x8,02 D7,727
34121,0x9,00 34,52
34126,0x10,02 D5,725
34134,0x11,00 34,52
34138,0x12,03 FF,1023
34148,0x28,00 7A,122
34153,0x29,00 00,0
34157,0x30,01 20,288
34171,0x31,00 00,0
34177,0x34,01 2B,299
34182,0x35,00 04,4
34187,0x38,00 66,102
34192,0x39,00 00,0
34196,0x41,00 00,0
34201,0x42,00 FF,255
34206,0x44,00 00,0
34212,0x60,00 00,0
34217,0x61,00 00,0
34222,0x64,00 00,0
34227,0x70,00 1A,26
34232,0x71,00 04,4
34236,0x72,01 F9,505
34241,0x73,00 78,120
34246,0x76,00 CD,205
34260,0x77,00 00,0
34266,0x100,00 00,0
34270,0x102,80 00,32768
34277,0x107,00 00,0
34280,0x108,1F 18,7960
34285,0x110,00 00,0
34291,0x120,00 80,128
34296,0x122,00 80,128
34301,0x130,00 00,0
34306,0x132,00 00,0
34311,0x140,80 84,32900
34316,0x151,80 C2,32962
34320,0x166,80 C2,32962
34325,0x168,81 BB,33211
34330,0x471,00 FF,255
34336,0x601,00 FF,255
34352,0x608,01 20,288
34357,0x610,00 DD,221
34360,0x611,01 64,356
34365,0x612,01 EA,490
34370,0x613,02 70,624
34376,0x614,02 F7,759
34381,0x615,03 7D,893
34386,0x620,79 9A,31130
34391,0x621,79 9A,31130
34398,0x622,79 9A,31130
34402,0x623,79 9A,31130
34407,0x624,79 9A,31130
34413,0x625,79 9A,31130
34418,0x626,79 9A,31130
34423,0x627,79 9A,31130
34428,0x628,79 9A,31130
34443,0x629,75 C3,30147
34448,0x640,AC CD,44237
34454,0x641,59 40,22848
34459,0x642,00 02,2
34464,0x643,00 00,0
34469,0x801,00 1A,26
34475,0x802,92 7E,37502
34479,0x803,00 5E,94
34483,0x1000,00 00,0
34488,0x1001,00 00,0
34494,0x1002,00 00,0
34499,0x1004,00 00,0
34504,0x1005,00 00,0
34509,0x1007,00 00,0
34514,0x1009,00 00,0
34535,0x1011,00 00,0
34552,0x1013,00 00,0
34557,0x1014,00 00,0
34561,0x1020,00 00,0
34565,0x1028,00 00,0
34570,0x1030,00 00,0
34576,0x1033,00 00,0
34581,0x1040,00 00,0
34586,0x1041,00 00,0
34591,0x1042,00 00,0
34596,0x1043,00 00,0
34601,0x1044,00 00,0
34605,0x1045,00 00,0
34610,0x1046,00 00,0
34615,0x1047,00 00,0
34621,0x1048,00 00,0
34626,0x1049,00 00,0
34638,0x1050,00 00,0
34642,0x1051,00 00,0
34646,0x8004,00 01,1
34651,0x8021,00 80,128
34657,0x8031,00 80,128
35946,0x0,00 77,119
35961,0x1,00 04,4
35966,0x2,02 52,594
35971,0x3,03 F5,1013
35976,0x4,02 F1,753
35981,0x5,C8 32,51250
35985,0x6,01 F3,499
35990,0x7,00 77,119
35995,0x8,02 D5,725
36001,0x9,00 34,52
36006,0x10,02 D5,725
36012,0x11,00 34,52
36017,0x12,03 FF,1023
36026,0x28,00 7A,122
36031,0x29,00 00,0
36036,0x30,01 20,288
36048,0x31,00 00,0
36054,0x34,01 2B,299
36058,0x35,00 04,4
36063,0x38,00 66,102
36067,0x39,00 00,0
36072,0x41,00 00,0
36077,0x42,00 FF,255
36083,0x44,00 00,0
36088,0x60,00 00,0
36093,0x61,00 00,0
36101,0x64,00 00,0
36105,0x70,00 1A,26
36109,0x71,00 04,4
36114,0x72,01 F5,501
36119,0x73,00 77,119
36125,0x76,00 CD,205
36140,0x77,00 00,0
36145,0x100,00 00,0
36149,0x102,80 00,32768
36154,0x107,00 00,0
36159,0x108,1F 14,7956
36165,0x110,00 00,0
36170,0x120,00 80,128
36175,0x122,00 80,128
36180,0x130,00 00,0
36185,0x132,00 00,0
36189,0x140,80 84,32900
36194,0x151,80 C2,32962
36199,0x166,80 C2,32962
36205,0x168,81 BB,33211
36210,0x471,00 FF,255
36215,0x601,00 FF,255
36229,0x608,01 20,288
36239,0x610,00 DD,221
36244,0x611,01 64,356
36249,0x612,01 EA,490
36254,0x613,02 70,624
36259,0x614,02 F7,759
36264,0x615,03 7D,893
36269,0x620,79 9A,31130
36273,0x621,79 9A,31130
36278,0x622,79 9A,31130
36284,0x623,79 9A,31130
36289,0x624,79 9A,31130
36294,0x625,79 9A,31130
36299,0x626,79 9A,31130
36304,0x627,79 9A,31130
36310,0x628,79 9A,31130
36323,0x629,75 C3,30147
36328,0x640,AC CD,44237
36333,0x641,59 40,22848
36338,0x642,00 02,2
36343,0x643,00 00,0
36348,0x801,00 1A,26
36355,0x802,92 1B,37403
36360,0x803,00 5E,94
36366,0x1000,00 00,0
36371,0x1001,00 00,0
36376,0x1002,00 00,0
36381,0x1004,00 00,0
36386,0x1005,00 00,0
36391,0x1007,00 00,0
36395,0x1009,00 00,0
36400,0x1011,00 00,0
36415,0x1013,00 00,0
36420,0x1014,00 00,0
36425,0x1020,00 00,0
36430,0x1028,00 00,0
36434,0x1030,00 00,0
36439,0x1033,00 00,0
36444,0x1040,00 00,0
36450,0x1041,00 00,0
36455,0x1042,00 00,0
36460,0x1043,00 00,0
36465,0x1044,00 00,0
36470,0x1045,00 00,0
36474,0x1046,00 00,0
36482,0x1047,00 00,0
36488,0x1048,00 00,0
36493,0x1049,00 00,0
